1666059838.450278044 -0.00291 0.00186 -0.00099 -0.00014 -0.00027 0.00017 1.00000
1666059838.650278091 -0.00327 0.00203 -0.00114 -0.00020 -0.00033 0.00016 1.00000
1666059838.850277901 -0.00320 0.00194 -0.00097 -0.00032 -0.00013 0.00015 1.00000
1666059839.050277948 -0.00309 0.00188 -0.00093 -0.00031 -0.00013 0.00017 1.00000
1666059839.250277996 -0.00300 0.00182 -0.00090 -0.00033 -0.00015 0.00019 1.00000
1666059839.450278044 -0.00299 0.00181 -0.00090 -0.00037 -0.00018 0.00022 1.00000
1666059839.650278091 -0.00317 0.00191 -0.00097 -0.00042 -0.00021 0.00025 1.00000
1666059839.850277901 -0.00334 0.00192 -0.00107 -0.00033 -0.00006 0.00074 1.00000
1666059840.050277948 -0.00383 0.00232 -0.00126 -0.00036 -0.00025 0.00020 1.00000
1666059840.250277996 -0.00079 0.00194 -0.00190 -0.00029 -0.00371 0.00113 0.99999
1666059840.450278044 0.10126 0.00608 -0.00104 -0.00040 -0.00232 0.00157 1.00000
1666059840.650278091 0.22742 0.00398 -0.00198 -0.00034 -0.00107 0.00233 1.00000
1666059840.850277901 0.37814 0.00398 -0.00229 -0.00008 -0.00279 0.00396 0.99999
1666059841.050277948 0.56209 0.00870 -0.00587 -0.00140 -0.00314 0.00426 0.99999
1666059841.250277996 0.76292 0.00969 -0.00662 -0.00003 -0.00199 0.00469 0.99999
1666059841.450278044 0.94640 0.00860 -0.00848 0.00045 -0.00101 0.00654 0.99998
1666059841.650278091 1.14023 -0.01441 0.02655 0.00300 0.00028 0.00854 0.99996
1666059841.850255489 1.33943 0.01241 -0.01601 0.00086 -0.00264 0.00844 0.99996
1666059842.050238371 1.61759 0.02392 -0.03131 -0.00092 0.01438 0.01030 0.99984
1666059842.250228405 1.85923 0.02119 -0.01645 0.00327 0.00481 0.01028 0.99993
1666059842.450225592 2.06975 0.04013 -0.01379 0.00066 -0.00826 0.01100 0.99991
1666059842.650232553 2.27303 0.04546 -0.01797 0.00156 -0.01721 0.01169 0.99978
1666059842.850241899 2.46038 0.04753 -0.01346 0.00350 -0.01682 0.01238 0.99978
1666059843.050255060 2.67033 0.06966 -0.00877 0.00009 -0.01625 0.01567 0.99975
1666059843.250271082 2.98776 0.08247 -0.00774 -0.00221 -0.00635 0.01726 0.99983
1666059843.450293541 3.32253 0.10043 -0.02003 -0.00273 -0.00141 0.01801 0.99983
1666059843.650317669 3.62959 0.11650 -0.02136 -0.00275 -0.00136 0.01690 0.99985
1666059843.850322962 3.90875 0.13311 -0.02265 -0.00303 0.00149 0.01841 0.99982
1666059844.050323009 4.16762 0.15574 -0.03284 -0.00340 0.00514 0.01973 0.99979
1666059844.250323057 4.41767 0.16163 -0.04203 -0.00196 0.00717 0.01905 0.99979
1666059844.450323105 4.69456 0.17421 -0.04987 -0.00358 0.00721 0.01548 0.99985
1666059844.650323153 4.98779 0.18296 -0.05435 -0.00310 0.01235 0.01149 0.99985
1666059844.850322962 5.23617 0.18666 -0.05821 -0.00279 0.00995 0.00605 0.99993
1666059845.050323009 5.48303 0.18430 -0.06521 -0.00217 0.00740 0.00332 0.99996
1666059845.250323057 5.74624 0.18173 -0.07159 -0.00116 0.00664 0.00238 0.99997
1666059845.450323105 6.01603 0.18327 -0.07673 -0.00176 0.00429 0.00000 0.99999
1666059845.650323153 6.32034 0.17512 -0.08588 0.00217 0.00830 -0.01575 0.99984
1666059845.850322962 6.59294 0.18364 -0.08902 -0.00466 0.00447 -0.03056 0.99951
1666059846.050323009 6.86660 0.15843 -0.08919 0.00037 0.00188 -0.03290 0.99946
1666059846.250323057 7.14940 0.14362 -0.09185 -0.00161 0.00205 -0.03493 0.99939
1666059846.450323105 7.42206 0.13555 -0.09011 -0.00420 0.00394 -0.03581 0.99934
1666059846.650329590 7.66274 0.10197 -0.09831 -0.00120 -0.00119 -0.03834 0.99926
1666059846.850365400 7.93469 0.08503 -0.11975 -0.00518 0.00586 -0.04159 0.99910
1666059847.050388336 8.21888 0.06518 -0.12242 -0.00523 0.00816 -0.03990 0.99916
1666059847.250405550 8.48166 0.03177 -0.13092 0.00042 0.00991 -0.03962 0.99917
1666059847.450413942 8.72072 0.01389 -0.12632 0.00029 0.00704 -0.03652 0.99931
1666059847.650415659 8.92544 -0.00429 -0.12964 0.00039 0.00497 -0.03521 0.99937
1666059847.850410938 9.13858 -0.02363 -0.12989 0.00291 0.00144 -0.03402 0.99942
1666059848.050401926 9.37840 -0.03466 -0.13542 0.00246 0.00323 -0.02958 0.99955
1666059848.250389099 9.66147 -0.04893 -0.13777 0.00229 0.00549 -0.02945 0.99955
1666059848.450373650 9.92246 -0.06113 -0.14761 0.00092 0.00548 -0.02747 0.99961
1666059848.650354147 10.17847 -0.07324 -0.15395 0.00317 0.00832 -0.02423 0.99967
1666059848.850353956 10.35151 -0.08712 -0.15543 0.00286 0.00771 -0.01266 0.99989
1666059849.050354004 10.49271 -0.08213 -0.16059 0.00104 0.00026 -0.01102 0.99994
