1664954579.252126455 -0.00036 -0.00029 0.00040 0.00413 0.00400 -0.00001 0.99998
1664954579.452126503 0.00011 -0.00006 0.00033 0.00413 0.00398 -0.00004 0.99998
1664954579.652126551 0.00196 0.00143 -0.00140 0.00412 0.00391 -0.00015 0.99998
1664954579.852126360 0.00227 0.00151 -0.00163 0.00414 0.00387 -0.00015 0.99998
1664954580.052126408 0.00254 0.00156 -0.00173 0.00417 0.00386 -0.00018 0.99998
1664954580.252126455 0.00222 0.00144 -0.00156 0.00416 0.00386 -0.00017 0.99998
1664954580.452126503 0.00196 0.00116 -0.00136 0.00419 0.00383 -0.00015 0.99998
1664954580.652126551 0.02318 0.00118 -0.00029 0.00407 0.00042 -0.00186 0.99999
1664954580.852126360 0.13240 0.00082 -0.00208 0.00430 0.00410 -0.00045 0.99998
1664954581.052126408 0.24550 0.00116 -0.00275 0.00421 0.00521 -0.00027 0.99998
1664954581.252126455 0.33237 -0.00038 -0.00196 0.00463 0.00594 0.00043 0.99997
1664954581.452126503 0.39415 -0.00109 -0.00136 0.00496 0.00554 0.00057 0.99997
1664954581.652126551 0.46083 -0.00229 -0.00036 0.00513 -0.00123 -0.00159 0.99998
1664954581.852126360 0.61711 -0.00281 -0.00183 0.00550 0.00279 -0.00020 0.99998
1664954582.052126408 0.76996 -0.00044 -0.00223 0.00434 -0.00008 -0.00038 0.99999
1664954582.252126455 0.90755 0.00171 -0.00348 0.00311 0.00001 0.00008 1.00000
1664954582.452126503 1.03509 0.00175 -0.00561 0.00310 0.00153 0.00084 0.99999
1664954582.652126551 1.17389 0.00012 -0.00484 0.00377 -0.00243 0.00000 0.99999
1664954582.852126360 1.37460 0.00127 -0.00471 0.00265 0.00299 0.00114 0.99999
1664954583.052126408 1.56084 0.00685 -0.00396 0.00025 0.00066 0.00275 1.00000
1664954583.252126455 1.73454 0.00479 -0.00313 0.00121 -0.00065 0.00432 0.99999
1664954583.452126503 1.85015 0.00688 -0.00412 0.00072 0.00025 0.01274 0.99992
1664954583.652126551 1.96748 0.02097 -0.00314 -0.00120 -0.00659 0.02548 0.99965
1664954583.852126360 2.15507 0.02738 -0.00103 -0.00028 -0.00204 0.03489 0.99939
1664954584.052126408 2.32527 0.03671 0.00030 0.00093 -0.00123 0.04099 0.99916
1664954584.252126455 2.50452 0.05076 0.00081 0.00092 0.00204 0.04582 0.99895
1664954584.452126503 2.66986 0.06778 0.00262 0.00075 0.00238 0.05322 0.99858
1664954584.652126551 2.84651 0.07891 0.00600 0.00499 -0.00109 0.06423 0.99792
1664954584.852126360 3.03942 0.10662 0.00719 0.00330 -0.00118 0.07851 0.99691
1664954585.052126408 3.20997 0.13214 0.01088 0.00290 -0.00522 0.09622 0.99534
1664954585.252126455 3.39425 0.16889 0.01501 0.00315 -0.00855 0.10159 0.99478
1664954585.452126503 3.62970 0.20490 0.01732 0.00801 -0.00655 0.10650 0.99426
1664954585.652126551 3.85616 0.25843 0.02057 0.00563 -0.00613 0.11182 0.99369
1664954585.852126360 4.09591 0.30997 0.02402 0.00751 -0.00483 0.11578 0.99323
1664954586.052126408 4.31864 0.36455 0.02640 0.00705 -0.00618 0.11971 0.99276
1664954586.252126455 4.54149 0.42203 0.03131 0.00579 -0.00840 0.12088 0.99262
1664954586.452126503 4.81217 0.48308 0.03272 0.00713 -0.00765 0.11845 0.99290
1664954586.652126551 5.12141 0.56565 0.04029 0.00240 -0.00604 0.11529 0.99331
1664954586.852126360 5.40401 0.62249 0.04318 0.00559 -0.00472 0.10004 0.99496
1664954587.052126408 5.62100 0.67231 0.04829 0.00266 -0.00603 0.07897 0.99685
1664954587.252126455 5.84438 0.70349 0.05306 0.00244 -0.00667 0.06731 0.99771
1664954587.452126503 6.10183 0.74028 0.05447 0.00105 -0.00591 0.06045 0.99815
1664954587.652126551 6.36536 0.77206 0.05613 0.00031 -0.00522 0.05595 0.99842
1664954587.852126360 6.61495 0.80053 0.05941 0.00016 -0.00777 0.05312 0.99856
1664954588.052126408 6.85523 0.82489 0.06157 0.00018 -0.00919 0.04940 0.99874
1664954588.252126455 7.10528 0.85377 0.06651 -0.00133 -0.00959 0.04884 0.99876
1664954588.452126503 7.39068 0.87818 0.06806 -0.00055 -0.00483 0.04748 0.99886
1664954588.652126551 7.67474 0.90595 0.07450 -0.00177 -0.00685 0.04640 0.99890
1664954588.852126360 7.96436 0.92784 0.07953 0.00008 -0.00911 0.04524 0.99893
1664954589.052126408 8.24807 0.95807 0.08464 -0.00354 -0.01196 0.04399 0.99895
1664954589.252126455 8.54595 0.97903 0.08671 -0.00211 -0.00903 0.03961 0.99917
1664954589.452126503 8.82181 0.99127 0.08981 -0.00115 -0.00501 0.03216 0.99947
1664954589.652126551 9.11107 1.01096 0.08928 -0.00299 -0.00166 0.02756 0.99961
1664954589.852126360 9.39339 1.03056 0.09305 -0.00664 -0.00172 0.02333 0.99970
